Unnamed: 0,age,gender,study_hours,attendance,extracurricular,parental_education,region,score
3536,17,male,1.4,85,yes,bachelor,east,2.62
4081,18,female,0.9,62,no,high school,east,13.88
459,17,male,1.8,50,yes,none,south,0.0
3469,18,male,0.7,81,yes,high school,north,28.82
784,15,female,9.1,52,no,bachelor,west,26.75
3892,18,female,0.8,55,yes,bachelor,south,2.54
91,16,male,3.3,63,yes,none,east,0.0
145,16,male,2.8,93,yes,none,south,2.45
1254,16,female,0.3,83,yes,high school,east,8.83
176,17,male,7.1,83,no,none,east,8.67
2604,15,male,4.2,69,yes,bachelor,south,15.83
2793,16,female,2.2,84,yes,bachelor,east,40.6
1808,15,female,3.3,90,no,bachelor,east,46.89
1776,18,female,3.9,96,yes,master,east,86.31
2007,16,female,1.7,66,no,none,east,0.0
3594,15,male,0.2,60,no,master,east,38.8
3446,16,female,4.8,54,no,none,east,15.48
589,18,male,2.1,81,yes,high school,south,30.58
2868,18,female,1.1,57,no,none,west,0.0
2628,16,male,4.5,69,no,none,south,0.0
3332,18,female,6.3,50,no,none,north,9.73
89,15,male,1.8,60,yes,none,west,2.91
1570,16,female,0.7,58,yes,high school,south,9.99
2091,15,female,1.9,83,yes,bachelor,south,0.02
2910,15,female,0.4,96,yes,high school,west,27.6
106,15,female,1.5,83,no,high school,north,2.5
3306,15,female,5.6,93,no,none,south,8.04
1095,17,female,1.0,99,no,none,south,0.0
253,17,male,0.6,65,yes,none,north,2.52
3119,17,female,0.3,56,yes,none,west,0.0
3531,18,female,3.1,95,no,high school,south,0.0
425,15,female,2.4,59,yes,bachelor,east,39.56
1243,16,male,9.9,53,yes,high school,south,21.33
3889,15,male,1.3,82,yes,none,south,0.0
1198,18,male,0.6,83,no,none,south,0.0
819,16,female,1.4,99,no,bachelor,east,9.95
1834,17,male,9.9,59,yes,none,south,48.98
404,16,male,0.5,92,no,high school,north,8.34
3440,16,male,4.9,60,no,none,east,6.63
1819,16,male,0.8,81,no,bachelor,south,0.0
1848,18,female,0.6,87,yes,bachelor,south,8.61
1518,16,female,1.0,87,no,none,east,0.0
4118,17,female,1.0,99,no,none,south,0.0
3235,17,male,4.7,92,yes,none,north,40.31
975,18,female,0.6,86,yes,none,south,0.0
1756,16,male,4.1,99,no,master,south,21.19
1061,16,male,1.8,93,yes,bachelor,north,14.74
4055,18,female,0.8,87,no,high school,east,13.42
3907,17,male,1.2,80,yes,bachelor,east,6.54
2277,16,male,0.6,93,no,bachelor,south,0.0
2293,17,female,0.3,84,no,high school,east,0.0
3741,15,male,7.7,57,no,high school,east,17.89
2596,16,female,1.0,63,yes,bachelor,south,8.19
1406,16,male,1.1,63,no,high school,west,9.49
3115,15,female,1.6,62,yes,high school,east,17.23
1812,18,male,4.1,95,no,bachelor,south,13.43
3959,16,female,1.1,81,no,none,west,0.0
1961,16,female,5.2,63,yes,high school,east,11.66
38,16,female,3.2,95,yes,none,east,0.0
2602,17,female,2.8,64,yes,bachelor,south,23.8
1835,18,male,0.8,66,yes,high school,south,0.0
3696,15,male,0.9,95,yes,bachelor,west,21.12
1399,18,male,1.3,86,no,bachelor,east,8.56
3784,15,female,2.1,57,no,high school,north,8.35
2052,15,male,3.7,89,no,high school,north,15.38
1078,15,male,1.0,86,no,none,east,5.1
1073,18,female,7.2,91,yes,high school,west,18.89
1707,15,male,8.4,91,yes,none,south,27.7
2799,16,female,1.6,94,no,high school,north,10.48
96,15,male,1.9,54,yes,high school,south,9.08
3195,16,female,0.9,60,yes,none,east,12.92
3484,15,male,0.9,87,no,high school,south,0.0
1388,17,male,1.8,92,yes,high school,north,10.6
2999,16,female,1.0,53,yes,master,north,32.42
1797,15,female,0.7,80,no,none,south,0.0
1688,17,female,0.3,69,no,master,south,11.06
3291,15,male,0.3,83,yes,high school,south,0.0
1040,15,female,0.5,85,no,high school,south,0.0
2638,16,female,1.1,99,yes,high school,north,36.34
604,16,male,2.9,91,no,none,north,5.33
1630,15,female,0.2,92,no,master,north,15.31
3888,15,male,9.4,63,yes,bachelor,south,20.2
4087,18,male,1.6,89,no,none,north,0.0
4045,15,female,1.0,97,yes,none,north,0.03
2216,15,female,2.8,87,no,high school,north,8.58
3788,16,male,4.3,51,yes,high school,south,4.1
1334,17,male,0.2,89,no,bachelor,east,34.17
886,18,male,2.0,61,no,high school,south,7.2
2906,18,male,1.6,66,no,high school,east,11.07
1840,17,female,1.6,95,no,high school,south,3.74
1856,15,male,4.4,86,no,none,east,9.47
3027,16,male,0.8,92,yes,high school,south,3.51
501,17,male,4.3,86,no,high school,north,23.69
1941,18,male,6.7,68,yes,high school,north,19.73
1521,16,male,1.1,65,no,high school,north,25.9
1003,16,female,2.4,93,yes,high school,west,11.83
1140,15,male,1.2,93,yes,bachelor,east,17.74
2191,15,female,9.2,68,no,high school,south,26.34
3845,18,female,1.1,55,yes,high school,south,0.0
694,15,female,9.0,52,no,master,south,43.09
2555,16,female,1.6,89,yes,bachelor,north,60.6
3605,17,male,1.1,94,no,high school,south,0.0
2561,15,male,0.9,60,no,high school,south,0.0
2674,18,male,0.7,68,yes,none,east,0.0
3084,17,female,9.2,87,no,high school,north,26.07
3282,15,female,3.0,96,yes,master,east,55.26
4086,17,male,3.1,99,no,master,east,26.82
2560,16,female,3.2,93,no,master,east,20.93
1390,17,male,4.6,93,no,bachelor,south,9.28
1826,18,male,5.1,86,no,high school,north,50.3
2136,18,male,7.0,82,no,none,south,17.53
241,18,female,1.5,97,no,bachelor,north,19.98
721,17,male,9.4,57,no,high school,south,19.26
2016,18,female,1.8,59,no,none,east,0.0
4095,15,female,3.2,81,yes,none,north,10.41
534,16,female,0.6,64,no,high school,north,7.18
1892,15,female,1.4,57,no,high school,north,6.35
3002,16,female,0.5,51,yes,high school,south,15.67
2228,15,male,4.2,52,no,high school,west,30.72
2462,15,male,3.1,62,yes,none,north,13.23
1056,15,female,0.1,90,yes,none,south,1.81
871,15,male,3.6,69,yes,bachelor,north,19.73
1477,15,female,3.8,62,no,high school,east,7.07
3955,16,male,0.9,84,no,none,south,0.0
86,17,female,3.6,63,yes,none,south,9.31
3111,18,female,1.0,52,no,bachelor,south,0.0
1143,15,female,2.1,87,no,high school,south,0.0
3550,18,male,0.5,62,yes,high school,south,0.0
2388,17,female,1.7,94,yes,high school,south,18.86
3790,18,female,1.5,94,yes,none,south,0.0
3967,18,female,2.9,92,no,none,north,12.18
924,18,male,0.9,59,yes,none,north,2.65
3010,18,male,1.4,63,no,bachelor,south,2.01
1590,15,male,2.4,55,no,bachelor,east,4.73
2793,16,female,2.2,84,yes,bachelor,east,40.6
1657,17,male,9.0,93,yes,high school,north,25.19
283,17,female,0.2,60,yes,none,south,0.0
368,17,male,0.3,94,yes,none,east,1.71
4112,15,female,0.2,88,no,none,south,0.0
982,18,female,2.8,97,no,high school,south,8.36
236,18,male,4.3,59,no,high school,east,11.25
3876,15,female,1.9,57,no,none,south,0.0
1534,18,female,0.1,53,no,none,east,0.0
1516,15,female,8.8,80,yes,none,south,16.27
3649,15,female,4.0,85,no,high school,east,9.29
2173,18,male,1.3,66,yes,master,south,8.13
3899,16,female,4.0,98,yes,none,south,7.18
1256,15,female,0.9,99,yes,bachelor,east,9.16
548,18,female,4.3,94,yes,high school,south,31.04
364,18,male,0.2,66,no,bachelor,east,24.0
1438,18,male,1.2,82,no,high school,west,3.58
45,18,female,0.8,57,yes,high school,east,0.0
2020,17,female,1.3,89,no,none,south,0.0
2662,18,male,1.2,64,yes,master,east,9.8
4181,16,female,3.3,65,yes,high school,west,13.51
368,17,male,0.3,94,yes,none,east,1.71
3734,17,female,1.6,85,yes,none,south,0.0
313,17,male,2.0,50,no,none,north,15.85
653,16,female,1.3,80,no,master,south,15.05
725,17,female,1.2,80,no,none,east,0.0
1640,16,female,4.3,67,yes,none,south,0.94
2090,15,female,1.5,90,yes,high school,east,13.21
1779,15,female,3.7,60,no,high school,east,13.36
1162,17,female,0.2,95,no,bachelor,north,1.69
3228,16,female,1.4,66,yes,none,south,0.0
3006,17,male,1.4,51,no,none,south,0.0
4031,16,male,8.4,80,no,none,west,7.5
1600,18,female,1.7,90,no,none,east,1.39
723,18,female,2.1,69,no,none,east,3.76
2008,16,female,0.7,80,yes,bachelor,south,0.28
931,18,female,2.7,89,no,master,west,12.32
2005,16,female,0.9,80,no,none,south,0.0
117,15,female,3.0,60,no,none,south,16.3
957,18,female,4.0,55,no,none,south,0.0
2264,16,male,4.2,84,yes,none,east,25.17
2159,17,female,8.1,59,yes,none,north,16.27
3779,18,female,4.9,95,no,master,south,16.03
3787,18,female,1.3,97,yes,high school,east,12.63
1872,18,male,3.0,65,yes,master,east,15.31
1722,18,male,1.1,97,yes,bachelor,east,36.47
4111,15,female,1.1,81,yes,none,east,18.1
2070,17,male,0.9,99,no,high school,south,0.0
576,17,male,0.8,50,no,none,south,0.0
3236,18,male,6.0,66,yes,bachelor,south,20.62
4182,15,female,0.3,66,yes,none,south,0.0
1007,16,female,4.2,80,no,none,south,0.0
31,15,female,4.8,92,yes,high school,east,17.29
711,15,male,3.5,60,no,none,south,3.25
3826,17,female,1.8,59,yes,bachelor,east,31.08
1490,15,female,3.9,93,no,master,south,11.48
1909,15,male,2.2,91,yes,none,south,2.61
497,17,male,1.9,66,yes,none,south,0.0
2840,17,female,4.4,55,yes,none,west,4.98
1699,17,male,0.7,67,no,none,south,0.0
2554,16,male,0.5,61,yes,high school,south,9.31
3661,18,male,5.4,55,no,master,east,25.49
2032,17,female,1.7,80,yes,bachelor,south,0.0
2096,15,female,3.0,89,yes,master,east,21.77
3452,17,male,0.6,83,no,none,north,9.37
108,18,female,0.2,53,yes,bachelor,east,4.64
2555,16,female,1.6,89,yes,bachelor,north,60.6
4028,16,female,1.9,67,yes,high school,south,0.0
1770,16,female,1.2,54,yes,bachelor,east,10.52
341,16,female,1.4,90,no,bachelor,south,2.63
2549,17,male,4.9,57,yes,high school,east,49.32
389,15,male,3.3,98,no,none,north,11.74
2684,18,male,2.1,67,yes,high school,north,10.7
2642,17,female,8.5,93,yes,none,south,12.68
1786,18,male,0.5,97,yes,high school,west,0.0
2655,16,male,0.2,90,no,none,south,0.0
2082,16,male,5.2,90,yes,high school,east,35.96
1669,17,female,2.1,85,yes,high school,east,17.16
1104,18,female,0.7,86,yes,none,north,4.34
89,15,male,1.8,60,yes,none,west,2.91
4028,16,female,1.9,67,yes,high school,south,0.0
3226,16,male,0.9,96,yes,none,west,1.05
3422,18,female,1.0,58,no,none,south,0.0
2735,17,female,3.2,90,yes,none,south,9.16
1843,18,female,0.1,55,yes,high school,north,16.76
1950,16,female,2.0,60,no,bachelor,north,28.98
4074,17,male,1.9,59,yes,none,south,0.11
606,15,female,1.9,62,no,none,south,1.24
1383,16,female,1.6,88,no,high school,south,0.37
943,16,female,1.9,92,no,none,north,5.59
951,18,male,0.1,92,no,high school,east,6.38
4151,17,female,0.3,50,yes,none,east,4.46
661,17,male,1.5,82,yes,high school,south,3.51
2039,18,female,8.0,66,no,high school,south,18.87
3041,17,female,1.4,50,yes,bachelor,east,9.34
2978,16,female,3.2,88,no,none,east,6.81
1257,15,male,1.4,91,yes,bachelor,north,41.88
2155,17,male,1.9,55,no,bachelor,east,4.96
1418,17,male,9.4,64,yes,high school,south,22.91
303,15,male,1.3,91,yes,none,east,14.4
396,16,female,0.9,99,yes,high school,south,8.22
986,16,female,0.5,65,yes,none,east,0.0
391,17,female,2.0,86,yes,master,east,47.63
199,18,male,1.9,83,no,bachelor,south,4.85
3517,16,male,0.4,54,yes,bachelor,east,3.88
209,16,male,1.5,62,no,bachelor,east,0.0
2910,15,female,0.4,96,yes,high school,west,27.6
4061,15,female,0.9,95,yes,none,south,0.0
3550,18,male,0.5,62,yes,high school,south,0.0
1961,16,female,5.2,63,yes,high school,east,11.66
707,17,male,1.4,92,no,bachelor,west,8.42
2377,15,male,1.4,65,no,high school,west,1.91
4091,15,female,0.8,89,no,master,north,8.17
1247,16,female,1.6,52,no,bachelor,east,0.0
1926,16,female,1.5,50,no,bachelor,south,0.0
2068,17,male,0.7,90,no,bachelor,east,12.19
3755,16,male,2.2,92,yes,high school,south,15.51
2219,18,female,1.2,91,no,bachelor,east,10.86
639,17,male,5.1,93,no,bachelor,south,67.23
1193,15,male,9.6,94,no,none,north,17.95
1723,17,female,0.1,64,no,none,east,3.83
2071,17,female,1.2,88,yes,bachelor,south,3.31
1403,18,male,9.0,98,yes,high school,east,25.79
3137,17,female,1.7,66,yes,master,south,34.99
147,15,male,2.7,87,yes,high school,west,6.25
3687,17,female,3.4,65,no,none,east,5.99
2611,16,female,0.3,53,yes,bachelor,south,2.07
4121,15,male,3.3,68,no,high school,south,2.65
413,17,female,3.3,68,no,high school,west,0.71
18,16,female,5.2,51,no,bachelor,north,23.69
2368,18,male,4.5,89,no,master,east,29.41
2383,16,female,1.8,87,yes,none,south,2.49
3589,15,female,1.1,68,no,high school,west,2.13
1906,18,male,3.1,87,yes,high school,east,17.77
354,15,female,0.7,64,no,none,south,0.0
2798,18,female,3.7,53,yes,high school,west,11.41
3186,18,female,8.7,52,yes,bachelor,east,27.4
307,15,female,1.1,87,no,master,east,13.32
1442,17,male,9.1,62,no,bachelor,south,45.75
3348,17,male,1.6,67,no,high school,south,9.66
1586,16,female,2.8,98,no,high school,east,16.57
2918,15,male,3.9,88,no,none,south,0.0
3550,18,male,0.5,62,yes,high school,south,0.0
1548,17,male,0.2,88,yes,high school,east,14.13
433,16,male,0.9,59,yes,bachelor,north,42.59
321,18,female,1.7,87,yes,none,east,20.03
1425,15,male,1.0,64,no,high school,south,22.59
4196,18,female,4.1,53,no,high school,south,5.34
3616,15,male,1.0,88,yes,high school,east,17.53
3601,17,male,8.0,83,no,bachelor,south,11.39
2133,16,female,1.8,66,no,high school,east,10.15
152,15,male,1.1,95,no,bachelor,south,2.64
318,18,female,0.5,92,no,high school,west,3.56
1265,16,female,3.7,57,no,high school,north,7.81
4101,15,female,0.8,67,yes,high school,east,11.31
3059,17,male,1.4,67,yes,none,south,0.0
186,17,female,3.4,91,yes,high school,south,4.79
2053,15,male,1.0,83,yes,high school,south,0.0
3684,17,male,3.1,87,no,bachelor,south,12.69
4212,18,male,0.2,95,no,high school,north,5.72
3566,16,female,1.0,89,no,none,north,0.0
1093,18,female,2.9,92,no,high school,south,5.13
1351,16,female,1.2,94,no,bachelor,north,9.97
2835,16,female,1.6,87,no,high school,north,5.37
3577,18,female,1.3,99,no,none,south,0.0
3105,17,female,0.7,84,no,bachelor,south,6.93
190,16,female,5.0,63,no,high school,south,3.28
2893,16,female,0.8,90,yes,none,east,0.0
1848,18,female,0.6,87,yes,bachelor,south,8.61
3066,17,male,7.0,90,yes,none,south,26.1
3396,18,female,4.1,66,yes,bachelor,east,14.44
1159,18,female,3.8,87,no,none,east,5.03
1296,16,male,1.9,94,no,none,west,0.0
2732,16,male,4.1,85,no,high school,east,8.83
9,17,male,0.5,56,no,none,west,0.0
2580,16,male,1.2,69,yes,bachelor,east,21.79
3929,17,male,1.8,55,no,master,east,11.36
1576,15,male,4.6,84,yes,high school,south,21.01
3386,18,female,2.9,50,no,high school,south,5.1
2501,18,male,0.2,68,no,high school,south,9.97
1211,18,male,1.8,63,no,high school,south,0.58
2971,17,male,1.3,96,no,high school,east,12.48
905,18,female,7.9,67,yes,high school,north,23.68
104,17,female,0.6,93,yes,bachelor,east,7.09
3255,17,female,4.8,82,no,high school,south,8.01
2897,18,male,1.1,84,no,none,south,0.0
3709,18,male,0.7,93,yes,high school,east,0.53
2956,16,female,0.2,98,yes,high school,south,24.08
170,15,male,3.1,69,yes,none,south,0.42
440,18,female,1.4,53,no,none,west,0.0
3634,18,male,4.0,99,yes,high school,north,19.37
1622,18,male,4.2,91,no,bachelor,south,8.7
3877,15,female,7.8,64,no,none,east,11.66
4041,17,male,6.7,68,no,none,south,5.61
2688,18,female,6.4,67,yes,high school,north,27.74
4013,17,male,3.8,90,yes,bachelor,east,15.67
407,16,male,2.8,87,yes,none,east,15.99
257,16,female,0.3,83,yes,high school,east,8.04
2324,16,female,2.2,52,no,high school,north,27.72
415,16,female,3.5,53,yes,high school,south,0.0
623,17,female,0.5,87,no,none,east,3.36
2687,17,female,1.6,95,no,bachelor,south,10.75
974,17,male,4.0,94,no,high school,north,10.03
3969,16,male,1.2,95,yes,none,south,0.0
880,15,female,0.4,92,no,master,east,9.87
116,15,female,0.8,62,yes,bachelor,south,12.06
3311,17,male,3.7,50,yes,high school,north,10.65
2964,15,male,0.5,80,yes,bachelor,east,13.9
3568,17,male,4.6,99,yes,high school,east,19.3
3859,16,male,3.7,92,yes,high school,south,8.66
776,18,male,0.5,83,yes,bachelor,north,14.65
1121,17,female,3.9,93,no,none,north,34.01
2869,18,female,2.2,87,yes,high school,east,19.85
2830,15,male,2.2,86,no,none,south,0.0
1598,16,female,1.2,82,yes,bachelor,south,7.19
3234,16,male,3.7,98,yes,high school,south,5.08
3457,16,female,5.0,85,no,high school,east,20.41
2840,17,female,4.4,55,yes,none,west,4.98
3704,18,female,0.1,66,no,high school,north,10.67
2714,18,male,0.2,60,no,none,east,0.0
2292,16,female,0.6,97,yes,none,south,0.0
462,18,female,4.5,92,yes,none,east,45.55
1374,15,male,0.6,80,no,high school,east,16.33
3147,17,male,1.8,83,no,none,south,0.0
2278,15,male,1.2,52,yes,bachelor,north,14.8
2038,17,female,1.6,69,yes,bachelor,east,6.52
2658,17,female,2.5,90,no,none,east,5.91
1330,15,male,0.8,86,no,bachelor,east,24.08
794,15,female,1.7,52,no,none,south,0.0
748,15,male,1.4,96,yes,high school,east,13.66
2505,17,male,0.4,63,no,master,south,7.57
1798,15,female,5.8,88,yes,high school,east,14.65
2061,18,female,2.0,63,no,none,east,0.0
1341,15,female,1.4,52,yes,none,south,0.0
4038,17,male,2.9,88,yes,none,south,3.16
2898,15,male,0.8,95,yes,high school,south,2.92
2800,16,female,3.3,68,yes,bachelor,east,31.42
3969,16,male,1.2,95,yes,none,south,0.0
3415,18,female,1.1,85,no,bachelor,south,12.75
1187,16,female,0.2,90,no,high school,east,10.62
1096,18,male,5.0,91,yes,master,south,24.62
3986,18,female,3.3,84,no,none,south,2.52
4230,18,female,2.8,84,yes,none,south,2.42
4232,15,female,0.7,98,yes,bachelor,south,6.02
1326,15,female,0.9,87,no,bachelor,west,7.5
1302,18,male,4.7,68,yes,bachelor,south,13.34
1860,15,male,2.8,83,no,master,south,5.39
3852,16,female,1.3,90,no,none,east,0.0
4089,15,male,1.6,64,yes,none,south,0.0
3198,16,male,2.0,95,no,high school,east,24.81
981,15,female,0.8,99,no,bachelor,south,6.28
3493,17,male,3.8,95,yes,none,south,29.67
1780,15,male,9.1,57,no,none,south,12.95
462,18,female,4.5,92,yes,none,east,45.55
3218,15,male,0.7,88,no,bachelor,south,10.7
3952,18,female,5.2,83,no,bachelor,south,5.75
2090,15,female,1.5,90,yes,high school,east,13.21
3200,18,male,1.7,81,no,none,east,0.0
3806,16,female,4.2,89,yes,none,east,10.34
2686,17,male,1.5,90,yes,none,east,9.29
609,17,male,0.5,90,yes,high school,north,7.15
753,17,male,1.2,67,yes,high school,east,1.2
2170,16,female,2.3,87,no,none,north,20.97
3723,16,female,1.0,55,no,high school,south,0.0
1315,18,female,0.8,83,yes,none,south,0.0
3879,16,female,0.4,95,yes,none,south,6.28
1021,18,female,0.3,94,no,high school,south,0.0
3444,16,female,2.0,86,yes,high school,south,0.0
84,17,male,0.3,56,yes,high school,east,5.14
929,17,female,1.4,57,yes,high school,west,3.63
3234,16,male,3.7,98,yes,high school,south,5.08
3396,18,female,4.1,66,yes,bachelor,east,14.44
4160,17,male,1.0,84,no,bachelor,north,10.6
3716,15,male,0.6,68,no,bachelor,east,1.55
4145,18,female,0.4,92,no,none,north,0.0
350,15,male,1.3,84,no,master,west,52.17
1221,18,female,1.8,97,no,high school,south,0.0
942,15,male,0.4,65,no,high school,west,0.94
898,15,female,1.1,85,no,high school,east,0.0
508,15,female,0.2,85,yes,high school,west,5.98
20,18,male,1.0,50,yes,bachelor,south,6.75
1416,16,female,0.3,82,no,bachelor,west,4.76
435,18,female,0.3,85,no,bachelor,south,5.4
851,15,female,1.0,67,yes,high school,east,22.25
4025,17,female,2.4,86,yes,none,south,29.32
74,15,female,2.8,50,no,bachelor,east,42.73
978,15,female,0.6,62,no,none,south,0.0
2215,18,male,0.3,85,no,none,east,0.0
2668,15,male,1.8,61,no,none,south,17.42
2008,16,female,0.7,80,yes,bachelor,south,0.28
1647,18,female,0.2,64,no,none,south,0.0
371,18,female,4.8,62,no,none,east,17.04
1454,17,male,3.8,84,no,none,west,7.92
3292,17,male,1.5,95,no,high school,east,14.44
1535,15,male,0.6,82,yes,bachelor,south,0.0
3399,16,female,10.0,89,yes,high school,south,26.32
432,18,female,1.4,67,no,high school,south,0.0
299,17,female,4.2,90,yes,master,south,33.83
3857,17,female,2.0,89,yes,high school,west,33.81
1287,16,male,8.3,87,yes,high school,east,25.63
361,16,male,0.8,82,no,high school,south,0.0
2669,17,female,1.0,98,no,bachelor,south,11.31
4021,15,male,0.5,85,yes,high school,west,0.0
2152,15,female,0.3,92,no,high school,east,6.8
1099,17,female,1.8,65,no,bachelor,east,11.33
1062,15,male,2.0,82,no,high school,east,0.78
1379,15,male,8.8,90,no,none,west,12.64
464,18,female,9.5,59,no,none,south,0.59
683,16,female,4.7,52,no,master,east,18.41
1346,18,female,0.5,50,yes,high school,south,0.0
2385,16,male,1.1,54,yes,master,south,1.99
168,15,male,0.3,62,no,high school,east,6.34
1727,16,female,1.3,87,no,none,south,0.0
1866,16,female,1.8,65,no,high school,south,1.96
2742,18,female,2.9,93,no,none,north,32.5
737,16,male,2.6,97,yes,bachelor,east,53.52
1874,18,male,0.8,61,no,bachelor,south,1.68
1312,15,female,1.3,86,no,master,east,13.54
1888,16,male,1.1,68,yes,none,south,0.0
1204,18,female,1.2,64,yes,high school,south,4.97
2812,17,female,0.5,87,yes,high school,east,0.02
3559,16,female,0.8,82,yes,none,north,4.14
